CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
200065,0,55.0,1,1,14.0,3,1,2,3.0,4,3.0,1,3.0,1,3,0,1.0,0,29756.0
200066,0,36.0,0,1,17.0,2,2,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0
200067,0,45.0,1,1,13.0,2,2,2,3.0,3,5.0,1,3.0,0,3,1,1.0,3,24724.0
200068,0,35.0,0,1,6.0,3,2,3,3.0,0,5.0,0,5.0,0,2,0,1.0,1,17194.0
200070,0,59.0,0,3,6.0,2,1,2,4.0,1,3.0,2,1.0,0,5,1,1.0,2,20473.0
200071,0,29.0,1,1,8.0,2,2,3,3.0,0,4.0,0,1.0,0,4,0,0.0,1,17703.0
200072,0,31.0,1,1,6.0,3,2,2,3.0,0,4.0,2,2.0,0,3,0,0.0,1,17501.0
200073,0,32.0,1,1,6.0,2,2,3,3.0,1,4.0,0,2.0,0,3,0,0.0,2,21220.0
200074,0,36.0,1,1,12.0,2,1,2,2.0,1,3.0,0,4.0,0,2,0,0.0,2,18038.0
200077,0,45.0,1,1,12.0,2,2,2,3.0,3,5.0,0,5.0,1,3,0,0.0,3,28245.0
200078,0,37.0,1,1,13.0,3,2,1,3.0,3,3.0,2,5.0,0,2,0,0.0,3,28664.0
200080,0,30.0,1,1,6.0,2,2,2,4.0,1,3.0,0,2.0,1,2,1,1.0,2,20126.0
200081,0,35.0,1,1,6.0,3,2,1,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17859.0
200082,0,55.0,1,3,6.0,2,2,3,3.0,3,3.0,0,4.0,0,2,0,1.0,3,25239.0
200083,0,38.0,0,1,12.0,3,1,3,5.0,1,3.0,1,1.0,1,2,0,2.0,2,20329.0
200085,0,56.0,1,1,13.0,2,2,2,5.0,3,3.0,3,5.0,0,2,0,0.0,3,22260.0
200086,0,23.0,1,3,8.0,1,2,3,3.0,0,5.0,1,4.0,0,3,1,1.0,1,17322.0
200087,0,51.0,1,1,15.0,2,2,3,3.0,0,3.0,0,4.0,0,3,1,0.0,1,17075.0
200089,1,46.0,1,3,15.0,3,2,3,4.0,3,3.0,3,2.0,0,5,0,1.0,3,24619.0
200090,0,40.0,0,1,6.0,2,2,3,4.0,4,4.0,0,2.0,0,2,1,2.0,0,28503.0
200091,0,51.0,1,3,27.0,3,2,3,3.0,1,3.0,2,1.0,1,5,1,1.0,2,20441.0
200092,0,30.0,1,3,10.0,3,1,3,4.0,1,4.0,1,2.0,1,3,1,1.0,2,20209.0
200093,0,46.0,0,1,6.0,3,2,2,4.0,3,5.0,0,3.0,1,2,1,1.0,3,25673.0
200095,0,54.0,1,1,8.0,1,1,2,3.0,3,3.0,0,1.0,0,4,1,0.0,3,28549.0
200098,0,58.0,1,3,16.0,3,2,2,3.0,4,3.0,2,1.0,0,3,1,1.0,0,28872.0
200099,0,44.0,0,1,29.0,3,2,3,3.0,1,4.0,0,5.0,0,3,1,0.0,2,17042.0
200100,1,37.0,1,2,12.0,2,2,3,3.0,0,5.0,1,5.0,1,2,1,0.0,1,17073.0
200101,0,32.0,1,1,6.0,2,2,3,3.0,0,5.0,2,2.0,0,2,0,2.0,1,17956.0
200102,1,20.0,0,1,12.0,2,1,3,4.0,0,3.0,2,2.0,1,2,1,1.0,1,17926.0
200104,0,37.0,0,1,8.0,2,2,3,4.0,1,3.0,1,6.0,0,2,0,1.0,2,20163.0
200105,0,59.0,0,2,8.0,2,1,2,4.0,2,3.0,0,1.0,0,2,1,1.0,4,33844.0
200106,0,50.0,0,1,6.0,2,1,3,3.0,2,4.0,0,4.0,1,2,0,2.0,4,33172.0
200107,1,25.0,1,3,11.0,3,2,2,4.0,1,3.0,2,2.0,1,3,1,0.0,2,20744.0
200108,0,25.0,1,1,13.0,3,2,3,4.0,0,3.0,0,2.0,0,2,1,2.0,1,17889.0
200109,0,22.0,1,1,21.0,3,1,2,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17871.0
200110,0,51.0,0,1,6.0,3,1,1,4.0,3,5.0,3,4.0,0,2,1,0.0,3,22484.0
200111,1,34.0,0,1,13.0,2,2,3,5.0,1,3.0,2,2.0,1,5,1,1.0,2,21074.0
200112,0,54.0,0,2,32.0,2,1,1,2.0,4,3.0,2,3.0,1,3,1,0.0,0,32328.0
200113,0,24.0,1,1,24.0,2,2,2,3.0,0,3.0,0,1.0,0,4,1,0.0,1,17774.0
200115,0,37.0,1,3,9.0,2,2,2,3.0,3,3.0,3,3.0,0,3,0,0.0,3,22428.0
200116,0,34.0,1,1,11.0,3,0,2,4.0,3,5.0,3,3.0,0,2,0,0.0,3,26631.0
200117,0,36.0,0,3,17.0,1,1,3,3.0,3,3.0,0,1.0,0,5,0,0.0,3,24738.0
200118,0,36.0,1,1,9.0,2,1,2,3.0,0,3.0,1,6.0,0,2,1,0.0,1,17835.0
200119,0,43.0,0,3,32.0,2,2,3,3.0,4,3.0,0,2.0,1,2,0,0.0,0,31959.0
200120,0,30.0,0,1,29.0,2,2,3,5.0,0,3.0,1,2.0,0,3,1,2.0,1,17613.0
200121,0,33.0,0,3,28.0,3,2,3,3.0,1,4.0,0,1.0,0,2,0,1.0,2,21146.0
200123,0,51.0,1,1,12.0,2,2,2,3.0,2,3.0,2,1.0,0,5,1,0.0,4,34537.0
200124,1,31.0,1,3,12.0,2,2,3,5.0,1,3.0,0,5.0,1,3,1,1.0,2,21172.0
200125,0,26.0,1,1,12.0,2,1,2,4.0,0,4.0,0,2.0,0,3,1,0.0,1,17368.0
200126,1,58.0,1,1,29.0,3,1,3,3.0,3,3.0,0,2.0,0,3,1,0.0,3,25312.0
200127,1,19.0,1,3,28.0,3,2,2,3.0,0,3.0,2,2.0,1,2,0,1.0,1,16675.0
200128,0,22.0,1,1,8.0,1,2,3,3.0,0,3.0,0,1.0,0,5,1,2.0,1,17523.0
200129,0,49.0,1,1,26.0,3,1,3,3.0,1,5.0,0,2.0,0,2,1,2.0,2,21567.0
200131,0,50.0,0,3,18.0,3,0,3,3.0,3,3.0,3,5.0,0,5,0,0.0,3,24208.0
200133,0,41.0,1,3,15.0,2,2,3,3.0,3,3.0,1,4.0,1,2,0,1.0,3,23189.0
200134,0,26.0,1,2,31.0,2,1,3,3.0,0,3.0,0,2.0,0,4,1,0.0,1,17942.0
200136,1,51.0,0,1,14.0,2,2,2,5.0,3,3.0,3,3.0,0,2,0,1.0,3,25650.0
200137,0,39.0,1,3,10.0,2,1,2,4.0,1,3.0,0,5.0,0,5,1,0.0,2,20902.0
200138,0,25.0,1,3,34.0,2,2,2,4.0,1,3.0,0,3.0,0,4,0,0.0,2,23639.0
200139,0,30.0,1,2,15.0,2,2,2,3.0,1,3.0,0,1.0,1,3,1,1.0,2,21347.0
200142,0,38.0,1,1,9.0,1,1,2,3.0,1,3.0,2,4.0,1,5,0,0.0,2,1000.0
200143,0,30.0,1,1,24.0,2,1,3,3.0,0,3.0,2,2.0,0,2,1,0.0,1,17632.0
200145,0,30.0,1,1,11.0,1,1,2,3.0,0,5.0,1,6.0,0,5,1,1.0,1,18204.0
200146,0,30.0,1,1,8.0,3,2,2,4.0,0,3.0,2,1.0,0,4,0,0.0,1,17720.0
200147,0,41.0,0,1,16.0,2,2,3,4.0,4,5.0,1,5.0,0,2,1,0.0,0,32181.0
200148,0,41.0,1,1,15.0,2,2,3,3.0,0,5.0,0,3.0,0,2,0,2.0,1,17238.0
200149,0,19.0,1,1,9.0,3,1,3,3.0,0,4.0,2,2.0,0,3,1,2.0,1,16483.0
200150,0,40.0,0,1,32.0,3,1,2,3.0,1,4.0,1,2.0,0,2,1,0.0,2,20605.0
200151,0,35.0,1,3,6.0,3,2,3,3.0,3,4.0,0,2.0,0,4,1,2.0,3,22295.0
200152,0,53.0,1,3,12.0,3,2,2,3.0,1,3.0,0,3.0,1,5,0,0.0,2,17306.0
200153,0,45.0,1,1,15.0,2,2,2,3.0,1,4.0,1,1.0,0,4,1,0.0,2,17348.0
200154,0,32.0,0,3,14.0,3,0,2,3.0,3,3.0,3,2.0,0,4,1,1.0,3,23998.0
200156,0,51.0,1,1,13.0,3,2,2,4.0,1,3.0,0,3.0,0,3,1,1.0,2,21132.0
200157,0,58.0,1,1,15.0,3,1,3,4.0,0,4.0,0,5.0,1,2,1,0.0,1,18346.0
200158,0,40.0,1,3,10.0,3,2,3,4.0,3,3.0,0,1.0,0,2,1,0.0,3,25855.0
200159,0,34.0,0,3,8.0,3,1,3,3.0,0,3.0,0,7.0,0,5,1,2.0,1,17231.0
200160,0,22.0,1,1,25.0,3,2,3,3.0,0,3.0,0,2.0,0,2,0,1.0,1,17323.0
200161,0,27.0,0,1,15.0,3,2,2,3.0,0,4.0,1,7.0,0,3,0,0.0,1,17024.0
200162,0,28.0,1,1,27.0,3,2,2,3.0,0,3.0,0,2.0,0,2,0,0.0,1,17713.0
200163,0,57.0,1,1,30.0,2,2,2,2.0,3,3.0,1,4.0,1,4,1,1.0,3,24439.0
200164,0,27.0,0,1,9.0,3,2,3,4.0,0,3.0,1,2.0,1,2,0,2.0,1,17566.0
200166,0,41.0,1,1,20.0,2,2,2,3.0,0,3.0,1,5.0,0,4,1,1.0,1,17451.0
200167,0,30.0,1,3,11.0,2,1,2,3.0,3,3.0,0,3.0,0,4,1,1.0,3,24419.0
200168,0,38.0,1,3,6.0,2,0,2,4.0,1,3.0,3,5.0,0,2,1,1.0,2,23686.0
200169,0,32.0,1,1,12.0,2,2,2,3.0,0,3.0,2,4.0,0,2,0,1.0,1,18038.0
200170,0,27.0,1,1,23.0,1,2,2,3.0,0,4.0,0,1.0,1,4,1,0.0,1,18058.0
200171,1,19.0,0,3,6.0,1,1,3,5.0,0,5.0,2,1.0,0,3,1,1.0,1,17325.0
200172,0,36.0,0,1,9.0,3,2,1,3.0,0,4.0,2,5.0,0,4,1,0.0,1,17088.0
200173,0,30.0,0,1,15.0,3,2,3,3.0,1,5.0,1,2.0,0,2,0,1.0,2,18072.0
200176,0,33.0,1,1,8.0,2,2,2,3.0,0,3.0,2,1.0,0,3,0,1.0,1,17500.0
200177,1,19.0,1,1,8.0,2,2,2,4.0,0,3.0,2,2.0,0,5,0,0.0,1,16102.0
200178,0,46.0,1,3,6.0,3,1,3,3.0,3,5.0,1,2.0,0,2,1,1.0,3,25453.0
200179,0,38.0,1,1,15.0,2,1,3,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17288.0
200181,0,34.0,1,1,33.0,3,1,3,3.0,0,4.0,2,3.0,0,3,1,0.0,1,17311.0
200182,1,41.0,1,3,26.0,3,1,3,3.0,0,4.0,2,2.0,1,4,0,2.0,1,18140.0
200185,0,33.0,1,1,20.0,3,1,3,3.0,0,4.0,0,2.0,0,5,0,0.0,1,17756.0
200186,0,40.0,1,1,10.0,3,1,2,3.0,2,3.0,0,2.0,0,5,0,1.0,4,34033.0
200187,0,55.0,1,1,20.0,3,2,3,2.0,2,4.0,2,1.0,0,2,0,2.0,4,33722.0
200188,0,34.0,0,1,8.0,2,2,2,4.0,1,3.0,0,2.0,0,4,0,0.0,2,24547.0
200189,0,51.0,1,1,9.0,3,1,3,3.0,4,4.0,2,4.0,0,5,0,1.0,0,28734.0
200191,0,27.0,1,1,15.0,3,1,2,3.0,0,4.0,2,2.0,0,3,1,0.0,1,17279.0
200192,1,35.0,1,1,29.0,2,2,2,4.0,1,3.0,0,4.0,1,4,1,1.0,2,20916.0
200193,0,43.0,0,1,13.0,3,2,2,2.0,0,3.0,1,5.0,0,4,0,1.0,1,17089.0
200194,0,45.0,0,1,8.0,3,2,3,4.0,4,3.0,0,1.0,0,4,1,0.0,0,31792.0
200197,0,42.0,0,1,27.0,3,1,2,3.0,1,3.0,1,3.0,0,2,0,0.0,2,20265.0
200198,0,38.0,1,1,8.0,2,2,2,3.0,1,3.0,0,1.0,0,2,0,1.0,2,21553.0
200199,0,38.0,1,1,35.0,1,2,2,3.0,1,3.0,0,4.0,0,2,0,1.0,2,21261.0
200201,0,49.0,0,1,24.0,2,2,3,3.0,1,3.0,1,2.0,1,2,0,1.0,2,21804.0
200203,0,40.0,1,1,25.0,3,2,2,3.0,1,3.0,0,1.0,1,2,1,1.0,2,17741.0
200204,1,38.0,1,1,35.0,3,2,3,3.0,1,5.0,0,1.0,1,3,0,1.0,2,21673.0
200205,1,29.0,1,3,33.0,3,1,2,3.0,3,3.0,0,2.0,0,3,1,1.0,3,22639.0
200206,0,22.0,1,1,11.0,2,2,2,2.0,0,4.0,1,2.0,1,4,0,0.0,1,17328.0
200207,0,36.0,0,1,24.0,3,1,3,3.0,0,3.0,2,2.0,0,3,1,2.0,1,17153.0
200209,0,46.0,1,1,6.0,3,2,3,3.0,3,5.0,1,1.0,0,2,0,0.0,3,24396.0
200210,1,32.0,1,3,10.0,3,2,2,5.0,3,3.0,0,2.0,0,2,1,1.0,3,25400.0
200211,0,30.0,0,1,6.0,2,2,2,4.0,3,3.0,3,2.0,0,5,1,1.0,3,23474.0
200212,0,27.0,0,3,26.0,2,0,2,3.0,1,3.0,3,2.0,0,2,1,1.0,2,24981.0
200213,0,51.0,1,1,14.0,2,2,2,4.0,3,4.0,0,6.0,0,3,1,1.0,3,27490.0
200214,1,30.0,1,1,9.0,1,1,2,3.0,0,5.0,2,6.0,1,4,1,1.0,1,17657.0
200215,0,41.0,1,3,12.0,2,0,3,3.0,3,3.0,2,4.0,1,2,0,1.0,3,28591.0
200216,1,30.0,0,3,32.0,3,1,2,4.0,1,5.0,3,6.0,0,2,0,1.0,2,21696.0
200217,1,29.0,1,1,6.0,1,2,2,3.0,0,3.0,2,1.0,0,2,0,0.0,1,17058.0
200218,0,45.0,0,3,12.0,3,0,2,4.0,3,3.0,3,7.0,0,4,1,0.0,3,23865.0
200219,0,54.0,1,3,9.0,3,1,2,3.0,1,5.0,0,3.0,0,4,1,1.0,2,20940.0
200220,0,36.0,1,1,11.0,2,2,3,3.0,1,4.0,2,1.0,0,2,0,2.0,2,20914.0
200221,0,33.0,1,1,10.0,3,1,2,4.0,0,4.0,0,7.0,0,4,0,0.0,1,17622.0
200222,0,37.0,0,1,17.0,2,2,2,3.0,3,3.0,1,2.0,1,3,0,1.0,3,27185.0
200223,0,38.0,1,3,9.0,2,2,3,3.0,3,3.0,1,1.0,0,2,1,1.0,3,25609.0
200225,0,59.0,1,1,9.0,2,2,3,4.0,0,3.0,0,4.0,0,3,0,1.0,1,17177.0
200226,0,37.0,0,3,10.0,3,2,2,3.0,0,3.0,1,5.0,0,4,1,0.0,1,17177.0
200227,0,29.0,0,3,6.0,3,1,2,3.0,3,3.0,0,2.0,0,3,1,0.0,3,22918.0
200228,0,35.0,0,3,6.0,3,0,3,3.0,3,3.0,3,2.0,0,5,1,0.0,3,23789.0
200229,1,29.0,1,1,24.0,3,2,2,4.0,0,3.0,2,2.0,1,3,0,1.0,1,17389.0
200230,0,52.0,1,1,8.0,2,1,2,4.0,0,3.0,2,1.0,0,3,0,0.0,1,18212.0
200231,0,42.0,1,1,10.0,1,2,2,3.0,2,3.0,0,2.0,0,2,0,1.0,4,34232.0
200232,0,59.0,1,2,12.0,3,2,2,3.0,0,3.0,0,1.0,0,4,1,0.0,1,17267.0
200233,0,50.0,1,3,6.0,3,1,3,3.0,2,3.0,1,4.0,0,2,1,1.0,4,34517.0
200234,1,33.0,1,1,20.0,3,2,2,3.0,0,3.0,0,6.0,1,2,0,1.0,1,17436.0
200235,0,43.0,1,3,22.0,3,1,3,3.0,4,3.0,0,6.0,1,3,0,1.0,0,31064.0
200236,1,33.0,1,1,8.0,2,1,2,3.0,0,5.0,0,1.0,0,3,1,0.0,1,17707.0
200237,0,52.0,0,3,8.0,2,2,3,4.0,2,3.0,2,2.0,1,2,1,2.0,4,34068.0
200240,0,39.0,1,1,6.0,3,1,3,3.0,0,3.0,1,1.0,0,3,0,1.0,1,17232.0
200242,0,41.0,1,1,25.0,2,2,2,3.0,1,5.0,1,3.0,0,2,1,0.0,2,18072.0
200243,0,40.0,1,1,30.0,1,2,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,18319.0
200244,0,45.0,1,1,6.0,2,2,3,2.0,2,3.0,0,1.0,0,4,1,2.0,4,34202.0
200245,0,31.0,0,1,9.0,3,2,3,3.0,3,3.0,1,1.0,0,4,1,2.0,3,28675.0
200246,0,33.0,1,1,11.0,2,1,3,4.0,0,3.0,0,2.0,0,2,0,2.0,1,17911.0
200247,0,34.0,1,1,8.0,2,2,2,4.0,1,5.0,0,7.0,0,4,0,1.0,2,20957.0
200249,0,45.0,0,1,13.0,2,2,3,2.0,1,3.0,0,5.0,0,2,0,2.0,2,21434.0
200250,1,37.0,0,1,16.0,3,2,3,3.0,3,3.0,1,7.0,0,3,1,2.0,3,25048.0
200251,0,39.0,0,1,8.0,1,0,3,3.0,3,3.0,3,1.0,0,2,1,1.0,3,25938.0
200252,0,29.0,1,1,21.0,2,2,2,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17340.0
200253,0,42.0,1,1,23.0,2,1,2,2.0,1,5.0,3,4.0,1,2,0,0.0,2,21545.0
200254,0,29.0,1,3,26.0,3,2,2,3.0,1,3.0,1,3.0,0,2,1,1.0,2,21931.0
200256,0,42.0,1,1,8.0,3,1,2,4.0,0,5.0,1,1.0,1,4,1,0.0,1,17593.0
200257,0,40.0,1,1,8.0,3,2,2,3.0,2,3.0,1,1.0,0,5,0,0.0,4,34436.0
200258,0,51.0,1,1,6.0,2,2,3,3.0,0,3.0,0,2.0,0,4,1,0.0,1,17723.0
200260,0,32.0,0,1,13.0,2,2,3,2.0,0,4.0,0,2.0,0,2,0,1.0,1,17794.0
200261,0,38.0,0,3,8.0,2,2,2,4.0,1,3.0,0,4.0,0,5,1,1.0,2,20249.0
200262,0,32.0,1,1,8.0,1,2,2,4.0,1,5.0,2,5.0,0,4,0,1.0,2,17176.0
200263,0,46.0,1,3,8.0,1,1,3,5.0,4,4.0,0,4.0,1,5,1,2.0,0,31872.0
200265,0,29.0,1,3,8.0,3,2,3,4.0,1,4.0,0,3.0,0,4,0,1.0,2,21644.0
200266,0,31.0,1,1,29.0,3,2,3,4.0,1,3.0,0,1.0,0,3,1,1.0,2,20582.0
200268,0,45.0,1,1,26.0,3,2,3,3.0,4,3.0,0,1.0,1,3,0,0.0,0,28496.0
200269,0,36.0,1,1,12.0,2,2,2,3.0,0,3.0,0,1.0,0,5,1,1.0,1,18210.0
200270,0,55.0,1,1,6.0,3,2,2,3.0,2,5.0,2,1.0,1,2,1,0.0,4,34045.0
200271,1,47.0,0,1,35.0,2,2,2,3.0,3,4.0,0,2.0,1,3,1,0.0,3,26849.0
200272,0,28.0,1,1,15.0,3,2,3,3.0,0,3.0,0,2.0,0,2,1,1.0,1,17070.0
200273,0,37.0,1,3,12.0,3,2,3,3.0,1,3.0,0,5.0,0,3,0,0.0,2,21502.0
200274,0,21.0,1,1,9.0,3,2,3,4.0,0,3.0,2,2.0,0,5,1,1.0,1,18230.0
200275,0,37.0,0,1,6.0,3,1,1,3.0,3,3.0,1,3.0,1,3,0,0.0,3,28603.0
200276,0,35.0,1,1,28.0,2,1,3,2.0,3,4.0,1,1.0,0,5,1,1.0,3,26996.0
200277,0,38.0,1,3,13.0,3,1,2,2.0,1,5.0,1,2.0,1,3,0,0.0,2,20605.0
200278,0,26.0,0,1,6.0,2,1,2,3.0,1,4.0,1,2.0,0,5,0,1.0,2,21397.0
200279,0,50.0,1,1,10.0,2,2,3,3.0,2,4.0,1,4.0,0,5,1,0.0,4,34144.0
200280,0,53.0,1,1,9.0,3,2,2,3.0,4,3.0,0,4.0,1,5,0,0.0,0,32584.0
200281,0,42.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,0,3,1,0.0,2,19907.0
200283,0,55.0,1,1,26.0,1,2,2,3.0,1,3.0,0,4.0,1,2,1,1.0,2,20415.0
200285,0,37.0,1,1,6.0,2,1,2,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17115.0
200286,1,44.0,0,1,30.0,2,2,2,3.0,0,3.0,1,4.0,1,5,0,1.0,1,18161.0
200287,0,38.0,1,1,29.0,2,2,2,3.0,1,3.0,1,1.0,0,3,0,0.0,2,20745.0
200288,1,26.0,1,1,22.0,3,2,2,3.0,0,4.0,1,3.0,1,2,1,1.0,1,17373.0
200289,0,28.0,1,1,14.0,2,1,3,3.0,0,3.0,2,2.0,0,4,0,1.0,1,18310.0
200290,0,49.0,0,1,16.0,2,1,2,3.0,2,5.0,2,1.0,1,3,0,0.0,4,33665.0
200292,0,31.0,0,3,11.0,3,1,2,3.0,0,4.0,1,2.0,0,3,0,1.0,1,17789.0
200293,1,26.0,1,3,10.0,3,2,2,4.0,1,3.0,2,2.0,1,2,1,1.0,2,20828.0
200294,0,37.0,0,1,15.0,3,2,2,3.0,0,3.0,0,2.0,1,2,0,0.0,1,17326.0
200295,0,42.0,0,3,32.0,3,1,3,3.0,4,4.0,0,6.0,0,3,1,2.0,0,28525.0
200296,1,18.0,1,1,9.0,2,2,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,16420.0
200297,0,35.0,1,3,22.0,3,2,3,3.0,3,4.0,0,1.0,0,2,1,2.0,3,23020.0
200299,0,51.0,1,1,8.0,3,2,2,5.0,1,4.0,1,6.0,0,2,0,0.0,2,20482.0
